

Run Date,Action,Symbol,Description,Type,Quantity,Price ($),Commission ($),Fees ($),Accrued Interest ($),Amount ($),Cash Balance ($),Settlement Date
04/21/2025,"YOU BOUGHT AMAZON.COM INC (AMZN) (Cash)",AMZN,"AMAZON.COM INC",Cash,5,166.66,,,,-833.3,2249.76,04/22/2025
04/21/2025,"YOU BOUGHT AMAZON.COM INC (AMZN) (Cash)",AMZN,"AMAZON.COM INC",Cash,2,166.48,,,,-332.96,3083.06,04/22/2025
04/21/2025,"YOU BOUGHT ALPHABET INC CAP STK CL A (GOOGL) (Cash)",GOOGL,"ALPHABET INC CAP STK CL A",Cash,3,147.28,,,,-441.84,3416.02,04/22/2025
04/21/2025,"YOU BOUGHT ADVANCED MICRO DEVICES INC (AMD) (Cash)",AMD,"ADVANCED MICRO DEVICES INC",Cash,2,84.94,,,,-169.88,3857.86,04/22/2025
04/16/2025,"YOU BOUGHT NIKE INC CLASS B COM NPV (NKE) (Cash)",NKE,"NIKE INC CLASS B COM NPV",Cash,4,54.04,,,,-216.16,2027.74,04/17/2025
04/16/2025,"YOU BOUGHT AMAZON.COM INC (AMZN) (Cash)",AMZN,"AMAZON.COM INC",Cash,4,172.43,,,,-689.71,2243.90,04/17/2025
04/16/2025,"YOU BOUGHT ALPHABET INC CAP STK CL A (GOOGL) (Cash)",GOOGL,"ALPHABET INC CAP STK CL A",Cash,3,153.09,,,,-459.27,2933.61,04/17/2025
04/16/2025,"YOU BOUGHT ALPHABET INC CAP STK CL A (GOOGL) (Cash)",GOOGL,"ALPHABET INC CAP STK CL A",Cash,2,152.92,,,,-305.84,3392.88,04/17/2025
04/16/2025,"YOU BOUGHT ALPHABET INC CAP STK CL A (GOOGL) (Cash)",GOOGL,"ALPHABET INC CAP STK CL A",Cash,0.5,152.92,,,,-76.46,3698.72,04/17/2025
04/16/2025,"YOU SOLD ALIBABA GROUP HOLDING LTD SPON ADS E... (BABA) (Cash)",BABA,"ALIBABA GROUP HOLDING LTD SPON ADS EACH",Cash,-10,106.55,,0.03,,1065.47,3775.18,04/17/2025
04/16/2025,"YOU BOUGHT ADVANCED MICRO DEVICES INC (AMD) (Cash)",AMD,"ADVANCED MICRO DEVICES INC",Cash,5,87.29,,,,-436.43,2709.71,04/17/2025
04/16/2025,"YOU BOUGHT ADVANCED MICRO DEVICES INC (AMD) (Cash)",AMD,"ADVANCED MICRO DEVICES INC",Cash,2,86.67,,,,-173.34,3146.14,04/17/2025
04/10/2025,"YOU BOUGHT AMAZON.COM INC (AMZN) (Cash)",AMZN,"AMAZON.COM INC",Cash,0.75,179.99,,,,-134.99,992.48,04/11/2025
04/10/2025,"YOU BOUGHT ALPHABET INC CAP STK CL A (GOOGL) (Cash)",GOOGL,"ALPHABET INC CAP STK CL A",Cash,1,152.45,,,,-152.45,1127.47,04/11/2025
04/08/2025,"YOU BOUGHT NIKE INC CLASS B COM NPV (NKE) (Cash)",NKE,"NIKE INC CLASS B COM NPV",Cash,3,52.92,,,,-158.76,1280.16,04/09/2025
04/08/2025,"YOU BOUGHT AMAZON.COM INC (AMZN) (Cash)",AMZN,"AMAZON.COM INC",Cash,1,170.27,,,,-170.27,1438.92,04/09/2025
04/08/2025,"YOU BOUGHT AMAZON.COM INC (AMZN) (Cash)",AMZN,"AMAZON.COM INC",Cash,0.25,170.28,,,,-42.57,1609.19,04/09/2025
04/08/2025,"YOU BOUGHT ALPHABET INC CAP STK CL A (GOOGL) (Cash)",GOOGL,"ALPHABET INC CAP STK CL A",Cash,1,144.26,,,,-144.26,1651.76,04/09/2025
04/08/2025,"YOU BOUGHT ALPHABET INC CAP STK CL A (GOOGL) (Cash)",GOOGL,"ALPHABET INC CAP STK CL A",Cash,0.5,144.25,,,,-72.13,1796.02,04/09/2025
04/08/2025,"YOU BOUGHT ADVANCED MICRO DEVICES INC (AMD) (Cash)",AMD,"ADVANCED MICRO DEVICES INC",Cash,3,77.78,,,,-233.34,1868.15,04/09/2025
04/07/2025,"YOU BOUGHT NIKE INC CLASS B COM NPV (NKE) (Cash)",NKE,"NIKE INC CLASS B COM NPV",Cash,5,55.1,,,,-275.48,2101.49,04/08/2025
04/07/2025,"YOU BOUGHT ALPHABET INC CAP STK CL A (GOOGL) (Cash)",GOOGL,"ALPHABET INC CAP STK CL A",Cash,2,147.45,,,,-294.9,2376.97,04/08/2025
04/04/2025,"YOU BOUGHT PERIODIC INVESTMENT FIDELITY TOTAL MARKET INDEX FUND (FSKAX) (Cash)",FSKAX,"FIDELITY TOTAL MARKET INDEX FUND",Cash,0.36,138.7,,,,-50,1671.87,04/07/2025
04/04/2025,"YOU BOUGHT AMAZON.COM INC (AMZN) (Cash)",AMZN,"AMAZON.COM INC",Cash,2,174.96,,,,-349.92,1721.87,04/07/2025
04/04/2025,"YOU BOUGHT AMAZON.COM INC (AMZN) (Cash)",AMZN,"AMAZON.COM INC",Cash,0.5,174.99,,,,-87.49,2071.79,04/07/2025
04/04/2025,"YOU BOUGHT ALPHABET INC CAP STK CL A (GOOGL) (Cash)",GOOGL,"ALPHABET INC CAP STK CL A",Cash,1,148.71,,,,-148.71,2159.28,04/07/2025
04/04/2025,"YOU BOUGHT ALPHABET INC CAP STK CL A (GOOGL) (Cash)",GOOGL,"ALPHABET INC CAP STK CL A",Cash,1,148.81,,,,-148.81,2307.99,04/07/2025
04/04/2025,"YOU BOUGHT ADVANCED MICRO DEVICES INC (AMD) (Cash)",AMD,"ADVANCED MICRO DEVICES INC",Cash,6,86.73,,,,-520.38,2456.80,04/07/2025
04/03/2025,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,10,61.82,,,,-618.2,1977.18,04/04/2025
04/03/2025,"YOU BOUGHT NIKE INC CLASS B COM NPV (NKE) (Cash)",NKE,"NIKE INC CLASS B COM NPV",Cash,12,57.36,,,,-688.26,2595.38,04/04/2025
04/03/2025,"YOU BOUGHT AMAZON.COM INC (AMZN) (Cash)",AMZN,"AMAZON.COM INC",Cash,5,180.45,,,,-902.25,3283.64,04/04/2025
04/03/2025,"YOU BOUGHT ALPHABET INC CAP STK CL A (GOOGL) (Cash)",GOOGL,"ALPHABET INC CAP STK CL A",Cash,4,152.2,,,,-608.8,4185.89,04/04/2025
03/20/2025,"YOU BOUGHT PERIODIC INVESTMENT FIDELITY TOTAL MARKET INDEX FUND (FSKAX) (Cash)",FSKAX,"FIDELITY TOTAL MARKET INDEX FUND",Cash,1.289,155.11,,,,-200,1231.41,03/21/2025
03/13/2025,"YOU BOUGHT ALPHABET INC CAP STK CL A (GOOGL) (Cash)",GOOGL,"ALPHABET INC CAP STK CL A",Cash,5,163.66,,,,-818.3,428.14,03/14/2025
03/10/2025,"YOU BOUGHT XDIV UPDATED 12/09/2XDIV UPDATE 03/10/25 ALPHABET INC CAP STK CL A (GOOGL) (Cash)",GOOGL,"ALPHABET INC CAP STK CL A",Cash,10,164.6,,,,-1646,246.44,03/11/2025
03/04/2025,"YOU BOUGHT PERIODIC INVESTMENT FIDELITY TOTAL MARKET INDEX FUND (FSKAX) (Cash)",FSKAX,"FIDELITY TOTAL MARKET INDEX FUND",Cash,0.316,158.08,,,,-50,1892.44,03/05/2025
02/20/2025,"YOU BOUGHT PERIODIC INVESTMENT FIDELITY TOTAL MARKET INDEX FUND (FSKAX) (Cash)",FSKAX,"FIDELITY TOTAL MARKET INDEX FUND",Cash,1.191,167.89,,,,-200,1936.69,02/21/2025
02/05/2025,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,3,79.11,,,,-237.34,2136.69,02/06/2025
02/05/2025,"YOU BOUGHT ALPHABET INC CAP STK CL A (GOOGL) (Cash)",GOOGL,"ALPHABET INC CAP STK CL A",Cash,4,189.73,,,,-758.92,2374.03,02/06/2025
02/05/2025,"YOU BOUGHT ADVANCED MICRO DEVICES INC (AMD) (Cash)",AMD,"ADVANCED MICRO DEVICES INC",Cash,10,110.43,,,,-1104.34,3132.95,02/06/2025
02/04/2025,"YOU BOUGHT PERIODIC INVESTMENT FIDELITY TOTAL MARKET INDEX FUND (FSKAX) (Cash)",FSKAX,"FIDELITY TOTAL MARKET INDEX FUND",Cash,0.301,166.11,,,,-50,4237.29,02/05/2025
01/21/2025,"YOU BOUGHT PERIODIC INVESTMENT FIDELITY TOTAL MARKET INDEX FUND (FSKAX) (Cash)",FSKAX,"FIDELITY TOTAL MARKET INDEX FUND",Cash,1.201,166.54,,,,-200,4254.31,01/22/2025
01/08/2025,"YOU SOLD REVOLVE GROUP INC CL A (RVLV) (Cash)",RVLV,"REVOLVE GROUP INC CL A",Cash,-30,30.64,,0.03,,919.17,3454.31,01/09/2025
01/08/2025,"YOU BOUGHT NIKE INC CLASS B COM NPV (NKE) (Cash)",NKE,"NIKE INC CLASS B COM NPV",Cash,16,71.13,,,,-1138,2535.14,01/09/2025
01/08/2025,"YOU BOUGHT ALPHABET INC CAP STK CL A (GOOGL) (Cash)",GOOGL,"ALPHABET INC CAP STK CL A",Cash,1,195.04,,,,-195.04,3673.14,01/09/2025
01/06/2025,"YOU BOUGHT PERIODIC INVESTMENT FIDELITY TOTAL MARKET INDEX FUND (FSKAX) (Cash)",FSKAX,"FIDELITY TOTAL MARKET INDEX FUND",Cash,0.305,164.05,,,,-50,3868.18,01/07/2025
01/02/2025,"YOU BOUGHT NIKE INC CLASS B COM NPV (NKE) (Cash)",NKE,"NIKE INC CLASS B COM NPV",Cash,20,73.63,,,,-1472.6,3914.53,01/03/2025
01/02/2025,"YOU BOUGHT ALPHABET INC CAP STK CL A (GOOGL) (Cash)",GOOGL,"ALPHABET INC CAP STK CL A",Cash,1,188.29,,,,-188.29,5387.13,01/03/2025
01/02/2025,"YOU SOLD WIX.COM LTD COM ILS0.01 (WIX) (Cash)",WIX,"WIX.COM LTD COM ILS0.01",Cash,-2,214.71,,0.02,,429.4,5575.42,01/03/2025



"The data and information in this spreadsheet is provided to you solely for your use and is not for distribution. The spreadsheet is provided for"
"informational purposes only, and is not intended to provide advice, nor should it be construed as an offer to sell, a solicitation of an offer to buy or a"
"recommendation for any security or insurance product by Fidelity or any third party. Data and information shown is based on information known to Fidelity as of the date it was"
"exported and is subject to change. It should not be used in place of your account statements or trade confirmations and is not intended for tax reporting"
"purposes. For more information on the data included in this spreadsheet, including any limitations thereof, go to Fidelity.com."

"Brokerage services are provided by Fidelity Brokerage Services LLC (FBS), 900 Salem Street, Smithfield, RI 02917. Custody and other services provided by National"
"Financial Services LLC (NFS). Both are Fidelity Investment companies and members SIPC, NYSE. Insurance products at Fidelity are distributed by"
"Fidelity Insurance Agency, Inc., and, for certain products, by Fidelity Brokerage Services, Member NYSE, SIPC."

Date downloaded 10/18/2025 4:57 pm
